pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 935          |
|    ep_rew_mean          | 805          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 434          |
|    time_elapsed         | 12693        |
|    total_timesteps      | 888832       |
| train/                  |              |
|    approx_kl            | 0.0005180447 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.804       |
|    explained_variance   | 0.868        |
|    learning_rate        | 0.0003       |
|    loss                 | 37.5         |
|    n_updates            | 4330         |
|    policy_gradient_loss | -0.000109    |
|    std                  | 0.539        |
|    value_loss           | 1.71e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 930         |
|    ep_rew_mean          | 818         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 435         |
|    time_elapsed         | 12715       |
|    total_timesteps      | 890880      |
| train/                  |             |
|    approx_kl            | 0.002726998 |
|    clip_fraction        | 0.0122      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.801      |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.0003      |
|    loss                 | 45.8        |
|    n_updates            | 4340        |
|    policy_gradient_loss | -0.000962   |
|    std                  | 0.541       |
|    value_loss           | 2.22e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 923          |
|    ep_rew_mean          | 829          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 436          |
|    time_elapsed         | 12738        |
|    total_timesteps      | 892928       |
| train/                  |              |
|    approx_kl            | 0.0010855675 |
|    clip_fraction        | 0.0355       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.801       |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 114          |
|    n_updates            | 4350         |
|    policy_gradient_loss | -0.00302     |
|    std                  | 0.537        |
|    value_loss           | 148          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 914         |
|    ep_rew_mean          | 850         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 437         |
|    time_elapsed         | 12761       |
|    total_timesteps      | 894976      |
| train/                  |             |
|    approx_kl            | 0.004422179 |
|    clip_fraction        | 0.0291      |
