pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.779       |
|    explained_variance   | 0.947        |
|    learning_rate        | 0.0003       |
|    loss                 | 89.5         |
|    n_updates            | 4210         |
|    policy_gradient_loss | -0.000898    |
|    std                  | 0.528        |
|    value_loss           | 924          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 854         |
|    ep_rew_mean          | 910         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 423         |
|    time_elapsed         | 12227       |
|    total_timesteps      | 866304      |
| train/                  |             |
|    approx_kl            | 0.007462463 |
|    clip_fraction        | 0.0677      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.78       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 37          |
|    n_updates            | 4220        |
|    policy_gradient_loss | -0.00278    |
|    std                  | 0.525       |
|    value_loss           | 175         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 843          |
|    ep_rew_mean          | 936          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 424          |
|    time_elapsed         | 12250        |
|    total_timesteps      | 868352       |
| train/                  |              |
|    approx_kl            | 0.0024350046 |
|    clip_fraction        | 0.0301       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.774       |
|    explained_variance   | 0.992        |
|    learning_rate        | 0.0003       |
|    loss                 | 16.2         |
|    n_updates            | 4230         |
|    policy_gradient_loss | -0.00377     |
|    std                  | 0.526        |
|    value_loss           | 178          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 841          |
|    ep_rew_mean          | 935          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 425          |
|    time_elapsed         | 12272        |
|    total_timesteps      | 870400       |
| train/                  |              |
|    approx_kl            | 0.0034446642 |
|    clip_fraction        | 0.037        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.768       |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 30.5         |
|    n_updates            | 4240         |
|    policy_gradient_loss | -0.00322     |
|    std                  | 0.517        |
|    value_loss           | 123          |
